	name	kind	query	description	comment	url	source	ccd	in_ccd
269	Z446022634	SMILES	CNCc1cn(C)nc1C(C)C		ENAMINE library		ENAMINE		False
270	Z1162907902	SMILES	NCC1(Sc2ccccc2)CC1		ENAMINE library		ENAMINE		False
271	Z1255495971	SMILES	c1ccc2c(c1)CNCCS2		ENAMINE library		ENAMINE		False
272	Z1255444891	SMILES	COC(=O)C1SCCCS1		ENAMINE library		ENAMINE		False
273	Z1234019170	SMILES	CC(C)c1cnc(CN2CCS(=O)C(C)C2C)o1		ENAMINE library		ENAMINE		False
274	Z1203821172	SMILES	Cl.Cl.Cn1nnc2c1CCNC2		ENAMINE library		ENAMINE		False
275	Z1167042736	SMILES	O=C(O)CCC1CCCCO1		ENAMINE library		ENAMINE		False
276	Z1013748008	SMILES	CC(C)COC1CNC1.Cl		ENAMINE library		ENAMINE		False
277	Z1198274908	SMILES	Cl.Cl.NCC1CNC1		ENAMINE library		ENAMINE		False
278	Z281773874	SMILES	COCC1CCCN1.Cl		ENAMINE library		ENAMINE		False
279	Z55258068	SMILES	CCCCS(=O)(=O)NC		ENAMINE library		ENAMINE		False
280	Z1259302499	SMILES	Cn1c(C2CC2)nc2cnccc21		ENAMINE library		ENAMINE		False
281	Z32772647	SMILES	Cc1cc(C(=O)N2CCC3CCCCC3C2)no1		ENAMINE library		ENAMINE		False
282	Z1139336709	SMILES	Cc1cnn(CC(=O)N2CCCC(n3ccnc3C)C2)c1		ENAMINE library		ENAMINE		False
283	Z1172208563	SMILES	CC1CN(c2cncc(Br)c2)CC(C)O1		ENAMINE library		ENAMINE		False
284	Z165265152	SMILES	Cc1nc(CSC2=NCCS2)no1		ENAMINE library		ENAMINE		False
285	Z57042004	SMILES	C1=C(c2ccccc2)CCNC1		ENAMINE library		ENAMINE		False
286	Z909988874	SMILES	Cc1ccc(S(=O)(=O)N(C)Cc2cscn2)c(C)c1		ENAMINE library		ENAMINE		False
287	Z415251070	SMILES	CC(C(=O)Nc1cnc2ccccc2c1)n1ccnc1		ENAMINE library		ENAMINE		False
288	Z82298737	SMILES	CCC1CCCCN1C(=O)C1CCOCC1		ENAMINE library		ENAMINE		False
289	Z406451896	SMILES	CNC(=O)c1ccc(OC(C)C)nc1		ENAMINE library		ENAMINE		False
290	Z271743752	SMILES	O=C(O)c1ccc(C(=O)N2CCc3sccc3C2)s1		ENAMINE library		ENAMINE		False
291	Z608406754	SMILES	Cl.Cl.c1ccc2[nH]c(N3CCCNCC3)nc2c1		ENAMINE library		ENAMINE		False
292	Z991711072	SMILES	COc1cccnc1NC(=O)C1CCCc2ccccc21		ENAMINE library		ENAMINE		False
293	Z920909842	SMILES	CC(C)(C)N1CCCN(C(=O)c2cc(C3CC3)[nH]n2)CC1		ENAMINE library		ENAMINE		False
294	Z1097117501	SMILES	Cc1noc(C)c1CN1CCC(c2ccn(C)n2)CC1		ENAMINE library		ENAMINE		False
295	Z1082803314	SMILES	O=S1(=O)CCN(Cc2ccc(Cl)cc2Cl)CC1		ENAMINE library		ENAMINE		False
296	Z436981154	SMILES	O=C(Cn1nnc2ccccc21)N1CCCSCC1		ENAMINE library		ENAMINE		False
297	Z70789738	SMILES	Cc1ccsc1CN(C)C(=O)C(C)(C)C		ENAMINE library		ENAMINE		False
298	Z1082401006	SMILES	Cc1ccc(NC(=O)C2=COCCC2)c(F)c1		ENAMINE library		ENAMINE		False
299	Z45509703	SMILES	O=S(=O)(NCC1CCCO1)c1ccc(F)c(F)c1		ENAMINE library		ENAMINE		False
300	Z119906256	SMILES	CNc1snc(C)c1C(=O)N1CCCCC1		ENAMINE library		ENAMINE		False
301	Z819102812	SMILES	CN1CCC(n2cccc2C(=O)O)C1		ENAMINE library		ENAMINE		False
302	Z511577578	SMILES	Cc1cc(C(=O)N2CCOC3CCCCC32)no1		ENAMINE library		ENAMINE		False
303	Z770841088	SMILES	Cc1cc(C(=O)N2CCOC3CCCCC32)[nH]n1		ENAMINE library		ENAMINE		False
304	Z48991806	SMILES	COc1ccc2c(c1)OC1(CCCCC1)NC2=O		ENAMINE library		ENAMINE		False
305	Z1023971846	SMILES	O=C(C1CC2CCC1C2)N1CCCC(n2cccn2)C1		ENAMINE library		ENAMINE		False
306	Z646393492	SMILES	c1ccc2oc(NC3CCOCC3)nc2c1		ENAMINE library		ENAMINE		False
307	Z82375856	SMILES	CN(C)C(=O)c1ccc2c(c1)OCC(=O)N2		ENAMINE library		ENAMINE		False
308	Z31198084	SMILES	c1cnc(NC2CCCCC2)nc1		ENAMINE library		ENAMINE		False
309	Z116362800	SMILES	O=C(CN1CCSC1=O)N1CCOCC1		ENAMINE library		ENAMINE		False
310	Z369932874	SMILES	Cc1noc(C)c1CN(C)C(=O)NC1CC1		ENAMINE library		ENAMINE		False
311	Z183343436	SMILES	CC(C)NC(=O)N1CCN(Cc2cccs2)CC1		ENAMINE library		ENAMINE		False
312	Z382843530	SMILES	O=C(CSC(F)(F)F)N1CCCCC1		ENAMINE library		ENAMINE		False
313	Z666473502	SMILES	CCCn1c(-c2ccc(=O)[nH]c2)nc2ccccc21		ENAMINE library		ENAMINE		False
314	Z276113176	SMILES	I.c1ccc(CNC2=NCCN2)cc1		ENAMINE library		ENAMINE		False
315	Z1020927804	SMILES	CC(C)N(C(=O)c1ccco1)c1cnn(C)c1		ENAMINE library		ENAMINE		False
316	Z855420350	SMILES	CN1CCC(NC(=O)C(F)(F)c2ccc(F)cc2)CC1		ENAMINE library		ENAMINE		False
317	Z942754626	SMILES	CC(C(=O)N1CCC(n2cccc2)CC1)S(C)(=O)=O		ENAMINE library		ENAMINE		False
318	Z1126763239	SMILES	CS(=O)c1nncn1Cc1cccc(F)c1		ENAMINE library		ENAMINE		False
319	Z1002477810	SMILES	C=C(C)CN1CCCC(NS(C)(=O)=O)C1		ENAMINE library		ENAMINE		False
320	Z1126976917	SMILES	CCSc1cc(C(=O)N2CCS(=O)CC2)ccn1		ENAMINE library		ENAMINE		False
321	Z118500278	SMILES	CSc1nnnn1C(C)(C)C		ENAMINE library		ENAMINE		False
322	Z219654032	SMILES	COC1CCN(C(=O)NC(C)C)CC1		ENAMINE library		ENAMINE		False
323	Z31433170	SMILES	CN1CCN(C(=O)Cn2ccc(C(F)(F)F)n2)CC1		ENAMINE library		ENAMINE		False
324	Z446011708	SMILES	CNC(C(=O)O)c1ccccc1Cl.Cl		ENAMINE library		ENAMINE		False
325	Z1065630704	SMILES	CC1CC(C(F)(F)F)c2c(n(C)[nH]c2=O)N1		ENAMINE library		ENAMINE		False
326	Z1041148074	SMILES	CC1CC(C)n2[nH]c(=O)cc2N1		ENAMINE library		ENAMINE		False
327	Z440605398	SMILES	O=C(O)c1cc2c(s1)CCOC2		ENAMINE library		ENAMINE		False
328	Z425813460	SMILES	O=C(O)CNC1Cc2ccccc2C1		ENAMINE library		ENAMINE		False
329	Z730504426	SMILES	Cc1cc(C(=O)N2CCn3cccc3C2C)[nH]n1		ENAMINE library		ENAMINE		False
330	Z235460220	SMILES	Cc1cn2nc(N3CCCC3)sc2n1		ENAMINE library		ENAMINE		False
331	Z255149974	SMILES	O=C(O)C1OCCc2ccccc21		ENAMINE library		ENAMINE		False
332	Z241742790	SMILES	CS(=O)(=O)NC1CCCC(C(F)(F)F)C1		ENAMINE library		ENAMINE		False
333	Z52045317	SMILES	O=C1CN(C(=O)CCc2cccs2)CCN1		ENAMINE library		ENAMINE		False
334	Z1166789111	SMILES	OCc1noc2c1CCCC2		ENAMINE library		ENAMINE		False
335	Z666621242	SMILES	Cc1nc(Cc2nc3ccsc3c(=O)[nH]2)cs1		ENAMINE library		ENAMINE		False
336	Z899384840	SMILES	O=C(c1cccc2c1OCCO2)N1CCCSCC1		ENAMINE library		ENAMINE		False
337	Z966295592	SMILES	COc1ccncc1NC(=O)C(C)(C)C		ENAMINE library		ENAMINE		False
338	Z749774748	SMILES	CSC(C)C(=O)N1CCC(c2nnc3n2CCC3)CC1		ENAMINE library		ENAMINE		False
339	Z57047000	SMILES	Cl.N=c1ccccn1Cc1ccccc1		ENAMINE library		ENAMINE		False
340	Z856476650	SMILES	CC1CN(C(=O)c2cnc(C(C)(C)C)s2)CC(C)(C)O1		ENAMINE library		ENAMINE		False
341	Z31454626	SMILES	CC1CN(C(=O)c2ccc(=O)[nH]c2)CC(C)O1		ENAMINE library		ENAMINE		False
342	Z95869576	SMILES	CC(=O)N1CCC(c2nnc3ccccn23)CC1		ENAMINE library		ENAMINE		False
343	Z758205038	SMILES	Cc1ccc(C(=O)N2CCOc3ccccc3C2)c(=O)[nH]1		ENAMINE library		ENAMINE		False
344	Z1171221095	SMILES	O=S(=O)(c1cc(Cl)ccc1Cl)n1ccnc1		ENAMINE library		ENAMINE		False
345	Z1021078214	SMILES	NC(=O)C1CCCN(c2snc3ccccc23)C1		ENAMINE library		ENAMINE		False
346	Z1023980814	SMILES	Cn1ncc(C(=O)N2CCCC(n3cccn3)C2)c1C1CC1		ENAMINE library		ENAMINE		False
347	Z1023979066	SMILES	Cc1ncc(C(=O)N2CCCC(n3cccn3)C2)s1		ENAMINE library		ENAMINE		False
348	Z1130272715	SMILES	Cc1ccc(S(=O)(=O)N(C)Cc2nccn2C)c(F)c1		ENAMINE library		ENAMINE		False
349	Z808647408	SMILES	O=C(NCc1ccccn1)N1CCCC1c1ccccn1		ENAMINE library		ENAMINE		False
350	Z385459994	SMILES	O=C(O)CN1C(=O)CCCc2ccccc21		ENAMINE library		ENAMINE		False
351	Z1143452918	SMILES	O=C(O)c1cnn2ccccc12		ENAMINE library		ENAMINE		False
352	Z1142701510	SMILES	CSc1ccsc1C(=O)O		ENAMINE library		ENAMINE		False
353	Z285571582	SMILES	O=C(O)C(c1ccccc1)n1cccn1		ENAMINE library		ENAMINE		False
354	Z565905068	SMILES	O=C(O)C1CCC(n2cccc2)CC1		ENAMINE library		ENAMINE		False
355	Z381402826	SMILES	CC(C)c1nc(C(=O)O)cs1		ENAMINE library		ENAMINE		False
356	Z421787104	SMILES	CC(Cn1cccn1)C(=O)O		ENAMINE library		ENAMINE		False
357	Z825455558	SMILES	O=C(O)c1ccc2nccn2c1		ENAMINE library		ENAMINE		False
358	Z995001766	SMILES	Cc1nc(-c2ccsc2)ccc1C(=O)O		ENAMINE library		ENAMINE		False
359	Z732206884	SMILES	CSc1ccc(C(=O)O)cn1		ENAMINE library		ENAMINE		False
360	Z56754360	SMILES	CCn1c(C)nc2cc(S(=O)(=O)C(F)F)ccc21		ENAMINE library		ENAMINE		False
361	Z354574998	SMILES	CCC1CN(CC(N)=O)CCO1		ENAMINE library		ENAMINE		False
362	Z355467908	SMILES	Cc1cccc2c1NC1(CCCC1)NC2=O		ENAMINE library		ENAMINE		False
363	Z30965201	SMILES	O=C(CNc1cccc(F)c1)N1CCOCC1		ENAMINE library		ENAMINE		False
364	Z1015232608	SMILES	CCS(=O)(=O)N1CCC(n2ccnc2)CC1		ENAMINE library		ENAMINE		False
365	Z458893400	SMILES	NC(=O)CCc1ccc(Cl)s1		ENAMINE library		ENAMINE		False
366	Z56851261	SMILES	O=c1[nH]ncc(Cl)c1Cl		ENAMINE library		ENAMINE		False
367	Z56855630	SMILES	O=C1Cc2ccccc2C(=O)N1Cc1ccccn1		ENAMINE library		ENAMINE		False
368	Z56865230	SMILES	Cn1cccc1CC(=O)N1N=CCC1(O)C(F)(F)F		ENAMINE library		ENAMINE		False
369	Z48963284	SMILES	c1ccc(CCNC2=NCCCS2)cc1		ENAMINE library		ENAMINE		False
370	Z56867181	SMILES	CSCCC1NC(=O)NC1=O		ENAMINE library		ENAMINE		False
371	Z19813905	SMILES	Cl.Cn1cnnc1SCC(=O)N1CCCCCC1		ENAMINE library		ENAMINE		False
372	Z56875641	SMILES	O=C1NC(c2ccccc2)(C(F)(F)F)OC2=NCCN12		ENAMINE library		ENAMINE		False
373	Z56886443	SMILES	CC(C)(C)NC(=O)C(F)(F)F		ENAMINE library		ENAMINE		False
374	Z46163810	SMILES	CC1CN(CC(=O)NC2CCCCC2)CC(C)O1		ENAMINE library		ENAMINE		False
375	Z56888691	SMILES	Cc1ccc(-c2sc(C)nc2CC(=O)O)cc1		ENAMINE library		ENAMINE		False
376	Z48963530	SMILES	c1ccc(CCNC2=NCCS2)cc1		ENAMINE library		ENAMINE		False
377	Z33546921	SMILES	NC(=O)c1cccc2ccccc12		ENAMINE library		ENAMINE		False
378	Z56899083	SMILES	CC(=O)c1ccc(N2CCOCC2)cc1		ENAMINE library		ENAMINE		False
379	Z56899095	SMILES	CC1(c2ccccc2)NC(=O)NC1=O		ENAMINE library		ENAMINE	V3F	True
380	Z56899108	SMILES	O=C(O)c1cccc(Cl)c1Cl		ENAMINE library		ENAMINE		False
381	Z56899148	SMILES	Oc1ccc(N2CCNCC2)cc1		ENAMINE library		ENAMINE		False
382	Z56968877	SMILES	O=C1CSC(N2CCCCC2)=N1		ENAMINE library		ENAMINE		False
383	Z56969320	SMILES	Oc1ccc(-n2ccnc2)cc1		ENAMINE library		ENAMINE	MSR	True
384	Z55992891	SMILES	Cc1nc2ccccc2c(=O)n1-c1ccc(F)cc1		ENAMINE library		ENAMINE		False
385	Z56969325	SMILES	Brc1ccccc1-c1nnn[nH]1		ENAMINE library		ENAMINE		False
386	Z55993115	SMILES	Cl.Nc1cc2c(cc1Br)OCCO2		ENAMINE library		ENAMINE		False
387	Z56977322	SMILES	CC(=O)N1CCN(C(=O)c2cc(C)oc2C)CC1		ENAMINE library		ENAMINE		False
388	Z56977386	SMILES	O=C(O)c1cc2ccccc2c(=O)s1		ENAMINE library		ENAMINE		False
389	Z31454139	SMILES	Cc1ccsc1C(=O)N1CC(C)OC(C)C1		ENAMINE library		ENAMINE		False
390	Z56983154	SMILES	O=c1[nH]sc2ccccc12		ENAMINE library		ENAMINE		False
391	Z55928836	SMILES	c1ccc2oc(C3CCNCC3)nc2c1		ENAMINE library		ENAMINE		False
392	Z56990718	SMILES	c1ccc2sc(C3CCCNC3)nc2c1		ENAMINE library		ENAMINE		False
393	Z55993050	SMILES	COc1cc2c(cc1OC)C(c1ccccc1)NCC2		ENAMINE library		ENAMINE		False
394	Z55729737	SMILES	Cc1cccc(OCc2nnc3n2CCCCC3)c1		ENAMINE library		ENAMINE		False
395	Z45475224	SMILES	O=S(=O)(c1cccs1)N1CCCC(C(F)(F)F)C1		ENAMINE library		ENAMINE		False
396	Z45547570	SMILES	Cc1ccc(C)c(S(=O)(=O)N2CCCN(C)CC2)c1		ENAMINE library		ENAMINE		False
397	Z56968544	SMILES	c1ccc2sc(C3CCCN3)nc2c1		ENAMINE library		ENAMINE		False
398	Z57012195	SMILES	CC(C)c1ccc(-c2nnn[nH]2)cc1		ENAMINE library		ENAMINE		False
399	Z56347218	SMILES	COc1cc(O)cc(OC)c1		ENAMINE library		ENAMINE		False
400	Z56347187	SMILES	c1ccc(Nc2nncs2)cc1		ENAMINE library		ENAMINE		False
401	Z57033918	SMILES	O=C(O)c1sccc1-c1ccccc1		ENAMINE library		ENAMINE		False
402	Z57040509	SMILES	c1csc(C2=NCCC2)c1		ENAMINE library		ENAMINE		False
403	Z19315098	SMILES	CN(C)C(=O)CSc1ncnc2ccccc12		ENAMINE library		ENAMINE		False
404	Z57044230	SMILES	O=C(O)C1CC(=O)N(c2cccc3ccccc23)C1		ENAMINE library		ENAMINE		False
405	Z57046968	SMILES	c1csc(-c2nnn[nH]2)c1		ENAMINE library		ENAMINE		False
406	Z56754525	SMILES	O=S1(=O)CC=C(Cl)C1		ENAMINE library		ENAMINE		False
407	Z56755749	SMILES	c1ccc(-c2cn3c(n2)SCC3)cc1		ENAMINE library		ENAMINE		False
408	Z57097461	SMILES	O=C1NC2(CCCCC2)NC2=C1CCCC2		ENAMINE library		ENAMINE		False
409	Z48958307	SMILES	Fc1ccccc1C1=NN=C(NC2CC2)SC1		ENAMINE library		ENAMINE		False
410	Z85921035	SMILES	Cc1ccn2c(CN3CCNCC3)c(C)nc2c1		ENAMINE library		ENAMINE		False
411	Z56869452	SMILES	Nc1nnc(Cc2ccccc2)s1		ENAMINE library		ENAMINE		False
412	Z85936146	SMILES	O=C1CC(C(F)(F)F)=Nc2ccccc2N1		ENAMINE library		ENAMINE		False
413	Z85922871	SMILES	O=C1[N-]C(=O)C(Cc2ccccc2)S1.[K+]		ENAMINE library		ENAMINE		False
414	Z85935744	SMILES	Cc1csc(=O)n1CCC(=O)O		ENAMINE library		ENAMINE		False
415	Z89270842	SMILES	O=C(O)c1ccc(C2SCCCS2)cc1		ENAMINE library		ENAMINE		False
416	Z89265796	SMILES	O=C(O)C1CN(C(=O)c2ccc(F)cc2)CCS1		ENAMINE library		ENAMINE		False
417	Z89265801	SMILES	CC(=O)c1cc(Cl)sc1Cl		ENAMINE library		ENAMINE		False
418	Z55903769	SMILES	Cc1ccc(SCC(=O)O)c(C)c1		ENAMINE library		ENAMINE		False
419	Z90123570	SMILES	O=C1CCS(=O)(=O)c2ccc(F)cc21		ENAMINE library		ENAMINE		False
420	Z90124404	SMILES	Cc1cc(-c2csc(N)n2)c(C)s1		ENAMINE library		ENAMINE		False
421	Z90123296	SMILES	NC(=O)NCCc1cccs1		ENAMINE library		ENAMINE		False
422	Z90122372	SMILES	CSCc1cccc(C(=O)O)c1		ENAMINE library		ENAMINE		False
423	Z90123306	SMILES	Cn1nc(C(C)(C)C)cc1N		ENAMINE library		ENAMINE		False
424	Z56347385	SMILES	CC(Oc1ccc(Br)cc1)C(=O)O		ENAMINE library		ENAMINE		False
425	Z56347389	SMILES	Cl.NC(=O)C1CCCCN1		ENAMINE library		ENAMINE		False
426	Z90122134	SMILES	O=C(O)C1CSC2c3ccccc3C(=O)N12		ENAMINE library		ENAMINE		False
427	Z50147653	SMILES	CC1=NN(CC(C)C)C(=O)C1		ENAMINE library		ENAMINE		False
428	Z90122135	SMILES	O=C(O)c1sc2sccc2c1Cl		ENAMINE library		ENAMINE		False
429	Z56347514	SMILES	O=C(O)c1cc2c(nc3ccccn32)s1		ENAMINE library		ENAMINE		False
430	Z90660993	SMILES	O=C1NCCN=C1CC(=O)c1ccccc1		ENAMINE library		ENAMINE		False
431	Z56347587	SMILES	CC1CCNc2ccccc2S1		ENAMINE library		ENAMINE		False
432	Z57044255	SMILES	c1ccc2c(c1)NCCCS2		ENAMINE library		ENAMINE		False
433	Z57046971	SMILES	Fc1cccc(-c2nn[nH]n2)c1		ENAMINE library		ENAMINE		False
434	Z85936364	SMILES	O=C(O)c1ccc2c(c1)CCC2		ENAMINE library		ENAMINE		False
435	Z90663565	SMILES	Cc1ccc(C)n1CC(N)=O		ENAMINE library		ENAMINE		False
436	Z56615769	SMILES	CCN1CCN(c2nc3ccccc3o2)CC1		ENAMINE library		ENAMINE		False
437	Z96093367	SMILES	Cl.NCC1COc2ccccc2C1		ENAMINE library		ENAMINE		False
438	Z99598958	SMILES	O=C1CCSc2ccccc2N1		ENAMINE library		ENAMINE		False
439	Z99599360	SMILES	COC(=O)C1CSCN1C(=O)Nc1ccccc1		ENAMINE library		ENAMINE		False
440	Z99598986	SMILES	Cc1csc(Cc2nc3ccccc3n2C)n1		ENAMINE library		ENAMINE		False
441	Z99601206	SMILES	O=C(O)C1Cc2cc(Cl)ccc2O1		ENAMINE library		ENAMINE		False
442	Z99599014	SMILES	Nc1cc(C2CC2)nn1-c1ccccc1		ENAMINE library		ENAMINE		False
443	Z104343000	SMILES	O=C1CSC(c2ccccc2F)N1C1CC1		ENAMINE library		ENAMINE		False
444	Z57098287	SMILES	O=C1C=CC(=O)N1c1ccc(SC(F)F)cc1		ENAMINE library		ENAMINE		False
445	Z99599876	SMILES	O=C1CSC(c2ccccc2)N1C1CC1		ENAMINE library		ENAMINE		False
446	Z104341206	SMILES	O=C(O)c1ccccc1Cc1nc2ccccc2s1		ENAMINE library		ENAMINE		False
447	Z104377952	SMILES	O=C(O)C1Cc2ccccc2O1		ENAMINE library		ENAMINE		False
448	Z104378008	SMILES	O=c1[nH]nnn1-c1cccs1		ENAMINE library		ENAMINE		False
449	Z104510440	SMILES	CNCc1ccccc1N1CCOCC1.Cl		ENAMINE library		ENAMINE		False
450	Z111542066	SMILES	CC1=CC(C)=NS(=O)(=O)N1		ENAMINE library		ENAMINE		False
451	Z30172961	SMILES	O=C(NCc1cccnc1)C12CC3CC(CC(C3)C1)C2		ENAMINE library		ENAMINE		False
452	Z57728841	SMILES	COC(=O)Cn1c(=O)sc2ccccc21		ENAMINE library		ENAMINE		False
453	Z234897359	SMILES	c1ccc(NCC2CCOC2)cc1		ENAMINE library		ENAMINE		False
454	Z119993190	SMILES	Cc1oc(C)c(C(=O)O)c1C		ENAMINE library		ENAMINE		False
455	Z139720798	SMILES	O=C(C1CCNCC1)N1CCCCC1		ENAMINE library		ENAMINE		False
456	Z26435142	SMILES	CSc1ccccc1NC(=O)C1CC1C		ENAMINE library		ENAMINE		False
457	Z161286934	SMILES	CC1CCCN(C(=N)N)C1.O=S(=O)(O)O		ENAMINE library		ENAMINE		False
458	Z147642734	SMILES	Cl.O=C(C1CCNCC1)N1CCOCC1		ENAMINE library		ENAMINE		False
459	Z228587500	SMILES	CS(=O)(=O)N1CCCNCC1.Cl		ENAMINE library		ENAMINE		False
460	Z166623052	SMILES	CCOc1cc2c(cc1N)OC(C)C2.Cl		ENAMINE library		ENAMINE		False
461	Z168812566	SMILES	Cc1cn2c(CC(=O)O)csc2n1		ENAMINE library		ENAMINE		False
462	Z56862798	SMILES	O=C1NC(=O)C2(CCc3ccccc32)N1		ENAMINE library		ENAMINE	T7B	True
463	Z44583437	SMILES	CC(C)n1nccc1NC(=O)Nc1ccccc1		ENAMINE library		ENAMINE		False
464	Z48959842	SMILES	C=CCNC1=NN=C(c2cccs2)CS1.Cl		ENAMINE library		ENAMINE		False
465	Z169914030	SMILES	O=C(O)c1ccc(=O)n(Cc2ccccc2Cl)c1		ENAMINE library		ENAMINE		False
466	Z178961126	SMILES	CSc1nc(C)c(CC(=O)O)s1		ENAMINE library		ENAMINE		False
467	Z87553598	SMILES	CC1CCCC(C)N1C(=O)Cn1cnc2ccccc2c1=O		ENAMINE library		ENAMINE		False
468	Z238919616	SMILES	Cc1cc(C)c2c(n1)sc1c2[nH]c(=O)c2ccoc21		ENAMINE library		ENAMINE		False
469	Z275030424	SMILES	COC(=O)C1CSCCN1		ENAMINE library		ENAMINE		False
470	Z295447466	SMILES	CC1(c2ccccc2)NN=C(N)S1		ENAMINE library		ENAMINE		False
471	Z199468094	SMILES	OC(c1nc2ccccc2o1)C(F)(F)F		ENAMINE library		ENAMINE		False
472	Z197509452	SMILES	O=C(O)C1CSC(c2ccccc2)N1		ENAMINE library		ENAMINE		False
473	Z199469200	SMILES	O=C1c2cccn2CCC1C(O)c1ccncc1		ENAMINE library		ENAMINE		False
474	Z57704783	SMILES	COc1ccc(F)cc1S(=O)(=O)N1CCCCC1		ENAMINE library		ENAMINE		False
475	Z178961178	SMILES	Cl.Cl.FC(F)(F)CN1CCNCC1		ENAMINE library		ENAMINE		False
476	Z56862732	SMILES	CC1CCCCC12NC(=O)NC2=O		ENAMINE library		ENAMINE		False
477	Z55928909	SMILES	CCn1ccnc1C(=O)[O-].[Na+]		ENAMINE library		ENAMINE		False
478	Z27804731	SMILES	O=C(Nc1ccc(F)cc1)C12CC3CC(CC(O)(C3)C1)C2		ENAMINE library		ENAMINE		False
479	Z235462046	SMILES	CCC(C)n1ncc2c(C)cc(=O)[nH]c21		ENAMINE library		ENAMINE		False
480	Z235474512	SMILES	O=C(C1Cc2ccccc2CN1)N1CCCC1		ENAMINE library		ENAMINE		False
481	Z237523138	SMILES	Cc1ccc2c(c1)C(O)CCCS2(=O)=O		ENAMINE library		ENAMINE		False
482	Z57204768	SMILES	Cn1ccnc1C(O)c1ccccc1		ENAMINE library		ENAMINE		False
483	Z237527948	SMILES	CS(=O)(=O)n1cnc2ccccc21		ENAMINE library		ENAMINE		False
484	Z234896507	SMILES	Cl.Cl.NCc1nc2c(s1)CCCC2		ENAMINE library		ENAMINE		False
485	Z56974889	SMILES	O=C1NC(=O)C2(CCCc3sccc32)N1		ENAMINE library		ENAMINE		False
486	Z234896993	SMILES	Cc1cc(N)nc(C(C)C)n1		ENAMINE library		ENAMINE		False
487	Z234897531	SMILES	Cc1nnc(C(N)c2ccccc2)n1C		ENAMINE library		ENAMINE		False
488	Z56945433	SMILES	O=C(O)C1CSC2(c3ccc(F)cc3)CCC(=O)N12		ENAMINE library		ENAMINE		False
489	Z147652454	SMILES	CCNC(=O)N1CCNCC1.Cl		ENAMINE library		ENAMINE		False
490	Z56759673	SMILES	Cn1ccnc1C(=O)c1cccs1		ENAMINE library		ENAMINE		False
491	Z32016557	SMILES	CNC(=O)c1ccc(Br)o1		ENAMINE library		ENAMINE		False
492	Z225167022	SMILES	Cn1c(CN2CCc3sccc3C2)cc(=O)n(C)c1=O		ENAMINE library		ENAMINE		False
493	Z18098279	SMILES	CNC(=O)NC(=O)C(C)Sc1ccccc1F		ENAMINE library		ENAMINE		False
494	Z239089526	SMILES	Cc1cc(C)c(N)c(C)n1.Cl		ENAMINE library		ENAMINE		False
495	Z104479390	SMILES	O=C(O)CSc1ccncc1		ENAMINE library		ENAMINE		False
496	Z240869810	SMILES	Cc1cc2n(n1)C(C(F)(F)F)CCN2		ENAMINE library		ENAMINE		False
497	Z104477850	SMILES	COc1cc(SC)ccc1C(=O)O		ENAMINE library		ENAMINE		False
498	Z87002001	SMILES	Cc1ccc2c(c1)C1CN(C)CCC1N2.Cl.Cl		ENAMINE library		ENAMINE		False
499	Z104472454	SMILES	NC1=NN(c2ccccc2)C(=O)C1		ENAMINE library		ENAMINE		False
500	Z95861554	SMILES	O=C(NCc1cc(Cl)c2c(c1)OCCCO2)C1CC1		ENAMINE library		ENAMINE		False
501	Z248485706	SMILES	Cc1cccc2c1OCCCC2=O		ENAMINE library		ENAMINE		False
502	Z104493622	SMILES	CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1		ENAMINE library		ENAMINE		False
503	Z56802019	SMILES	Nc1cc(C(F)(F)F)ccc1-n1cncn1		ENAMINE library		ENAMINE		False
504	Z91650820	SMILES	O=C(Cn1ncc2ccccc2c1=O)N1CCCCCC1		ENAMINE library		ENAMINE		False
505	Z196948650	SMILES	O=c1c2sccc2ncn1Cc1nccn1C(F)F		ENAMINE library		ENAMINE		False
506	Z56174289	SMILES	Cc1cccc2sc(N)nc12		ENAMINE library		ENAMINE		False
507	Z212232260	SMILES	CC1CCCN(Cc2cc(=O)n(C)c(=O)n2C)C1		ENAMINE library		ENAMINE		False
508	Z278104818	SMILES	Cl.c1ccc(C2CCNCC2)cc1		ENAMINE library		ENAMINE		False
509	Z245326636	SMILES	O=C(O)c1ccsc1-n1cccc1		ENAMINE library		ENAMINE		False
510	Z278206754	SMILES	OCCc1c[nH]nc1C(F)(F)F		ENAMINE library		ENAMINE		False
511	Z255150348	SMILES	Cl.c1nnn2c1CNCC2		ENAMINE library		ENAMINE		False
512	Z101659512	SMILES	Cn1cc(C(=O)NC2CCOc3ccccc32)cn1		ENAMINE library		ENAMINE		False
513	Z223327476	SMILES	Cc1ccc(C(=O)NCc2nnc3n2CCC3)cc1C		ENAMINE library		ENAMINE		False
514	Z283858540	SMILES	COC(CN)c1ccccc1.Cl		ENAMINE library		ENAMINE		False
515	Z55729685	SMILES	c1cc(-c2nnc3n2CCCCC3)ccn1		ENAMINE library		ENAMINE		False
516	Z285201188	SMILES	COC(=O)C1(N)CCCC1.Cl		ENAMINE library		ENAMINE		False
517	Z285672764	SMILES	NCc1nnc2n1-c1ccccc1CC2		ENAMINE library		ENAMINE		False
