	name	kind	query	description	comment	url	source	ccd	in_ccd
518	Z239629058	SMILES	CNC(C)c1ccc(S(C)(=O)=O)cc1.Cl		ENAMINE library		ENAMINE		False
519	Z285923020	SMILES	Cc1nc(-c2ccc(N)cc2)co1		ENAMINE library		ENAMINE		False
520	Z165161786	SMILES	O=C(Nc1ccccc1)N1CCCC1c1cccnc1		ENAMINE library		ENAMINE		False
521	Z273627180	SMILES	Nc1ccc(-c2nnc3n2CCC3)cc1		ENAMINE library		ENAMINE		False
522	Z244389936	SMILES	OC1CCC(Nc2nc3ccccc3o2)CC1		ENAMINE library		ENAMINE		False
523	Z275128628	SMILES	O=c1[nH]cc(Br)c(=O)[nH]1		ENAMINE library		ENAMINE	URB	True
524	Z90502201	SMILES	CC(C)NC1CCCC1.Cl		ENAMINE library		ENAMINE		False
525	Z285663956	SMILES	Cl.O=C(C1CCNCC1)N1CCc2ccccc2C1		ENAMINE library		ENAMINE		False
526	Z57985996	SMILES	Cl.Cl.NCc1nnc2ccccn12		ENAMINE library		ENAMINE		False
527	Z308869916	SMILES	Cc1nnc2ccccn2c1=O		ENAMINE library		ENAMINE		False
528	Z278333476	SMILES	CN1CCC(n2c(=O)[nH]c3ccccc3c2=O)CC1		ENAMINE library		ENAMINE		False
529	Z285675478	SMILES	CNC(=O)c1ccc(NC2CCCCC2)nc1		ENAMINE library		ENAMINE		False
530	Z255102436	SMILES	O=C(O)c1coc(Br)c1		ENAMINE library		ENAMINE		False
531	Z239624924	SMILES	CC(C)C(C)NC1CC1.Cl		ENAMINE library		ENAMINE		False
532	Z319314478	SMILES	Brc1cnc2ncnn2c1		ENAMINE library		ENAMINE		False
533	Z246688506	SMILES	Cl.O=C(NCc1ccco1)C1CCCN1		ENAMINE library		ENAMINE		False
534	Z16393747	SMILES	Cc1nnc(SCc2ccccc2F)[nH]c1=O		ENAMINE library		ENAMINE		False
535	Z246907162	SMILES	CCNC(=O)c1sc2nc(CC)nc(C)c2c1C		ENAMINE library		ENAMINE		False
536	Z135504564	SMILES	Cc1cc(C)c2c(-n3cccc3)c(C(=O)N(C)C)sc2n1		ENAMINE library		ENAMINE		False
537	Z85920473	SMILES	Cl.NC(c1ccc(Cl)cc1)C1CC1		ENAMINE library		ENAMINE		False
538	Z225155610	SMILES	Cn1c(CN2CCCC2c2ccccc2)cc(=O)n(C)c1=O		ENAMINE library		ENAMINE		False
539	Z237728896	SMILES	Cc1nn(C)c2ncc(N)cc12		ENAMINE library		ENAMINE		False
540	Z30519330	SMILES	C=CCNC(=O)c1c(-c2c(F)cccc2Cl)noc1C		ENAMINE library		ENAMINE		False
541	Z52065508	SMILES	CN1CCN(c2ccccc2NC(=O)C2CCCC2)CC1		ENAMINE library		ENAMINE		False
542	Z33546322	SMILES	Cc1cc(C(N)=O)c2ccccc2n1		ENAMINE library		ENAMINE		False
543	Z219215494	SMILES	Cl.c1cnc2c(CSC3=NCCN3)cccc2c1		ENAMINE library		ENAMINE		False
544	Z51813577	SMILES	O=C(Cn1ccccc1=O)NC12CC3CC(CC(C3)C1)C2		ENAMINE library		ENAMINE		False
545	Z104476152	SMILES	CN1Cc2ccccc2NC1=O		ENAMINE library		ENAMINE	3PF	True
546	Z104498576	SMILES	N=C(Nc1ccccc1)Nc1ccccc1		ENAMINE library		ENAMINE		False
547	Z56941975	SMILES	Cl.O=S1(=O)CCC(NCc2ccco2)C1		ENAMINE library		ENAMINE		False
548	Z255150396	SMILES	O=C1CCC2=C(CCN(Cc3ccccc3)C2)N1		ENAMINE library		ENAMINE		False
549	Z254471826	SMILES	COC(=O)CN1CC2C=CC1C2		ENAMINE library		ENAMINE		False
550	Z56865761	SMILES	CCOC(=O)c1c(N)sc2c1CCN(C)C2		ENAMINE library		ENAMINE		False
551	Z56951191	SMILES	CC(=O)Nc1cc(C)c(C)s1		ENAMINE library		ENAMINE		False
552	Z115174002	SMILES	Cn1ccc(NC(=O)c2cn(C)c3ccccc23)n1		ENAMINE library		ENAMINE		False
553	Z86346450	SMILES	Cn1nc(Sc2ccccc2F)c(=O)n(C)c1=O		ENAMINE library		ENAMINE		False
554	Z79393641	SMILES	O=C(Nc1ccccc1)C1CC(=O)N(C2CC2)C1		ENAMINE library		ENAMINE		False
555	Z239137300	SMILES	Nc1ccc(-n2ccnc2)nc1		ENAMINE library		ENAMINE		False
556	Z271165284	SMILES	Cc1cnc2c(S(=O)(=O)N(C)C)cccc2c1		ENAMINE library		ENAMINE		False
557	Z98329075	SMILES	O=C1NC2(CCSCC2)Nc2ccccc21		ENAMINE library		ENAMINE		False
558	Z25107669	SMILES	O=C(CSc1nncs1)N1CCCc2ccccc21		ENAMINE library		ENAMINE		False
559	Z26735793	SMILES	O=C(c1ccccc1)N1CCN(c2ccccn2)CC1		ENAMINE library		ENAMINE		False
560	Z54750780	SMILES	CN1CCN(CC(=O)N2CCc3ccccc3C2)CC1		ENAMINE library		ENAMINE		False
561	Z89313970	SMILES	Cn1cc(C(=O)NC2CC2)c2ccccc21		ENAMINE library		ENAMINE		False
562	Z203884184	SMILES	Nc1ccc(OCC(F)(F)F)cc1		ENAMINE library		ENAMINE		False
563	Z53831510	SMILES	CCc1ccccc1Oc1ncccn1		ENAMINE library		ENAMINE		False
564	Z221583708	SMILES	O=C(O)C1Cc2ccccc2S1		ENAMINE library		ENAMINE		False
565	Z134853090	SMILES	Cl.Fc1cccc(CSC2=NC3CCCCC3N2)c1		ENAMINE library		ENAMINE		False
566	Z48840197	SMILES	Brc1cccc(CSC2=NCCCN2)c1		ENAMINE library		ENAMINE		False
567	Z94608868	SMILES	CN(Cc1ccccc1F)c1cn[nH]c(=O)c1Cl		ENAMINE library		ENAMINE		False
568	Z131156112	SMILES	Cc1nc(C(=O)NC(C)C)nn1-c1ccc(F)cc1		ENAMINE library		ENAMINE		False
569	Z220066734	SMILES	CCN1CCCC1Cn1c(=O)[nH]c2ccccc2c1=N		ENAMINE library		ENAMINE		False
570	Z45493783	SMILES	Cc1ccc(S(=O)(=O)NC(C)c2ccccn2)cc1C		ENAMINE library		ENAMINE		False
571	Z56813257	SMILES	FC(F)(F)c1cccc(-c2nn[nH]n2)c1		ENAMINE library		ENAMINE		False
572	Z45524628	SMILES	O=S(=O)(NCc1cccnc1)c1cccc(Cl)c1		ENAMINE library		ENAMINE		False
573	Z86499943	SMILES	Cn1ccnc1C(=O)c1ccco1		ENAMINE library		ENAMINE		False
574	Z359382622	SMILES	O=C(O)c1cc2[nH]ccc2s1		ENAMINE library		ENAMINE		False
575	Z334705664	SMILES	O=S(=O)(NC1CC1)c1cccnc1		ENAMINE library		ENAMINE		False
576	Z339270984	SMILES	COC(=O)C(C)(C)N.Cl		ENAMINE library		ENAMINE		False
577	Z97433183	SMILES	CCSc1n[nH]c(=O)n1C1CC1		ENAMINE library		ENAMINE		False
578	Z31505768	SMILES	CN(C(=O)c1cccc(S(C)(=O)=O)c1)c1ccccc1		ENAMINE library		ENAMINE		False
579	Z56615797	SMILES	c1ccc2oc(N3CCCC3)nc2c1		ENAMINE library		ENAMINE		False
580	Z26421560	SMILES	CC12CCC(=O)N1C(C(=O)NC1CCCCCC1)CS2		ENAMINE library		ENAMINE		False
581	Z194976362	SMILES	CC(C)=CC1C(C(N)=O)C1(C)C		ENAMINE library		ENAMINE		False
582	Z69031896	SMILES	O=C(c1ccccc1-c1nc2ccccc2s1)N1CCC1		ENAMINE library		ENAMINE		False
583	Z345090556	SMILES	Cc1ccsc1CNC(=O)C1=COCCO1		ENAMINE library		ENAMINE		False
584	Z228615556	SMILES	Cl.O=C(Nc1cc(Cl)ccc1Cl)C1CCCN1		ENAMINE library		ENAMINE		False
585	Z360053790	SMILES	Cc1[nH]nc(N)c1I		ENAMINE library		ENAMINE		False
586	Z68240984	SMILES	CC1(C)CC(NC(=O)C2CC2)CC(C)(C)N1		ENAMINE library		ENAMINE		False
587	Z135472546	SMILES	O=C(CC1C=CCC1)Nc1ccccc1O		ENAMINE library		ENAMINE		False
588	Z57309486	SMILES	O=C(c1cccs1)C(O)c1cccs1		ENAMINE library		ENAMINE		False
589	Z48853891	SMILES	CNC(=O)c1sc(Nc2ccccc2)nc1C		ENAMINE library		ENAMINE		False
590	Z239137402	SMILES	Cl.Nc1ccc(-n2cccn2)cc1C(F)(F)F		ENAMINE library		ENAMINE		False
591	Z381413950	SMILES	Cl.Cn1ccccc1=Nc1ccc(Cl)cc1		ENAMINE library		ENAMINE		False
592	Z220396008	SMILES	O=C1NCCCCC1Sc1nnc2ccccn12		ENAMINE library		ENAMINE		False
593	Z57437750	SMILES	Brc1cccc(-c2nnco2)c1		ENAMINE library		ENAMINE		False
594	Z99076146	SMILES	Cc1nc(-c2ccccn2)sc1C(=O)NC(C)C		ENAMINE library		ENAMINE		False
595	Z316300512	SMILES	Cl.NCC1(N2CCOCC2)CCSC1		ENAMINE library		ENAMINE		False
596	Z56943776	SMILES	c1ccc(Nc2ccccn2)nc1		ENAMINE library		ENAMINE		False
597	Z44586357	SMILES	CN(C(=O)Nc1ccccc1F)c1ccccc1		ENAMINE library		ENAMINE		False
598	Z272534546	SMILES	O=C1NCCCCC1Sc1nccn1C1CC1		ENAMINE library		ENAMINE		False
599	Z372969428	SMILES	CC1COCCN1C(=O)c1ccc(O)c(Cl)c1		ENAMINE library		ENAMINE		False
600	Z95497552	SMILES	O=C(c1csc(-c2cccs2)n1)N1CCCC1		ENAMINE library		ENAMINE		False
601	Z220442176	SMILES	Cc1cc(=O)n2c(c1-c1ccccc1)SCC2C(=O)O		ENAMINE library		ENAMINE		False
602	Z57472865	SMILES	CN(c1ccc(O)cc1)S(C)(=O)=O		ENAMINE library		ENAMINE		False
603	Z246997228	SMILES	O=C1NCCCCC1Sc1nccc(C(F)(F)F)n1		ENAMINE library		ENAMINE		False
604	Z71501750	SMILES	CNC(=O)c1cc2c(s1)CCCCC2		ENAMINE library		ENAMINE		False
605	Z239095918	SMILES	Cl.Cl.NC(=O)CN1CCCNCC1		ENAMINE library		ENAMINE		False
606	Z363994496	SMILES	O=C(O)c1ccc(O)c(-c2ccccc2)c1		ENAMINE library		ENAMINE		False
607	Z111542060	SMILES	Cl.NCc1nnc2c(Cl)cc(C(F)(F)F)cn12		ENAMINE library		ENAMINE		False
608	Z316258248	SMILES	Cl.NCc1ccc(Cl)s1		ENAMINE library		ENAMINE		False
609	Z285233536	SMILES	O=C(O)CN1CCCCCCC1=O		ENAMINE library		ENAMINE		False
610	Z95883927	SMILES	Cc1ccc(Cn2ccccc2=NC(=O)C2CC2)cc1		ENAMINE library		ENAMINE		False
611	Z57912392	SMILES	Nc1[nH]ncc1-c1ccccc1		ENAMINE library		ENAMINE		False
612	Z242939590	SMILES	CC(C)c1noc2ncc(C(=O)N3CCCCC3C)cc12		ENAMINE library		ENAMINE		False
613	Z431973754	SMILES	CC(C)c1cc(C(=O)O)n(C)n1		ENAMINE library		ENAMINE		False
614	Z111781384	SMILES	COC(=O)c1cc(-c2cccn2C)n[nH]1		ENAMINE library		ENAMINE		False
615	Z198221150	SMILES	O=C1C=CC(=O)N1CCc1ccc(F)cc1		ENAMINE library		ENAMINE		False
616	Z336081056	SMILES	C1CNCCSC1.Cl		ENAMINE library		ENAMINE		False
617	Z274553590	SMILES	Cc1nn(CCC(=O)O)c(C)c1C		ENAMINE library		ENAMINE		False
618	Z57912366	SMILES	Nc1c2c(nc3c4c(nn13)CCC4)CCC2		ENAMINE library		ENAMINE		False
619	Z413893960	SMILES	CC1(C)CN=C(N2CCNCC2)S1		ENAMINE library		ENAMINE		False
620	Z275169806	SMILES	CCn1nc(C)c(C(=O)O)c1C		ENAMINE library		ENAMINE		False
621	Z419912482	SMILES	Cc1ccc(C(=O)O)c(=O)n1C		ENAMINE library		ENAMINE		False
622	Z431537246	SMILES	CC(CC(=O)O)n1ccnc1		ENAMINE library		ENAMINE		False
623	Z57170606	SMILES	CC(=O)N1CCn2c1nc1ccccc12		ENAMINE library		ENAMINE		False
624	Z439257544	SMILES	CCc1nccn1C(C)C(=O)O		ENAMINE library		ENAMINE		False
625	Z32452111	SMILES	O=C(NC1CCCCCC1)c1ccco1		ENAMINE library		ENAMINE		False
626	Z44600212	SMILES	CC(C)C(=O)N1CCN(C(=O)NC2CCCCC2)CC1		ENAMINE library		ENAMINE		False
627	Z424795892	SMILES	Cc1ccc(CC(=O)O)cn1		ENAMINE library		ENAMINE		False
628	Z285141594	SMILES	CS(=O)(=O)Nc1cccc2c1CCCN2		ENAMINE library		ENAMINE		False
629	Z278080616	SMILES	COc1ccc(C(C)N)cc1OC.Cl		ENAMINE library		ENAMINE		False
630	Z295458252	SMILES	Cl.NCCc1cccc(Cl)c1Cl		ENAMINE library		ENAMINE		False
631	Z291234036	SMILES	Cc1ccc(CN)cn1.Cl.Cl		ENAMINE library		ENAMINE		False
632	Z285210906	SMILES	CN(Cc1ccccc1)C(=O)N1CCNCC1.Cl		ENAMINE library		ENAMINE		False
633	Z228588694	SMILES	C#CCN1CCCCC1C(=O)O		ENAMINE library		ENAMINE		False
634	Z440629814	SMILES	CC(C)c1nc2c3ccccc3[nH]c(=O)n2n1		ENAMINE library		ENAMINE		False
635	Z95828578	SMILES	CC(C)(C)C(=O)NCC1COc2ccccc2C1		ENAMINE library		ENAMINE		False
636	Z31442384	SMILES	CCC(C)NC(=O)c1cc(=O)c2ccccc2o1		ENAMINE library		ENAMINE		False
637	Z406339334	SMILES	CC(CN)Cn1ccnc1.Cl.Cl		ENAMINE library		ENAMINE		False
638	Z359297630	SMILES	CNc1ccc(Br)cn1		ENAMINE library		ENAMINE		False
639	Z33396788	SMILES	O=C1CN(C(=O)C2CCCO2)c2ccccc2N1		ENAMINE library		ENAMINE		False
640	Z239137414	SMILES	Nc1cc(Cl)ccc1-n1cccn1		ENAMINE library		ENAMINE		False
641	Z57213459	SMILES	Cl.c1cn(C23CC4CC(CC(C4)C2)C3)cn1		ENAMINE library		ENAMINE		False
642	Z271012234	SMILES	Cc1cc(C)n(CC(C)N)n1.Cl		ENAMINE library		ENAMINE		False
643	Z291279256	SMILES	O=C1CCCc2ncc(C(F)(F)F)cc21		ENAMINE library		ENAMINE		False
644	Z540724892	SMILES	CN1C(=O)C2C3C=CC(O3)C2C1=O		ENAMINE library		ENAMINE		False
645	Z133716682	SMILES	CS(=O)(=O)NC1CCSc2ccccc21		ENAMINE library		ENAMINE		False
646	Z71501088	SMILES	Cc1nn(CC(C)C)c2sc(C(=O)N(C)C)cc12		ENAMINE library		ENAMINE		False
647	Z15816932	SMILES	COC(=O)C1=NN(c2ccccc2)C(=O)CC1		ENAMINE library		ENAMINE		False
648	Z319118486	SMILES	Cc1noc(C)c1CN1CCOC(c2ccc(F)cc2)C1		ENAMINE library		ENAMINE		False
649	Z183343688	SMILES	CC(C)NC(=O)N1CC(C)OC(C)C1		ENAMINE library		ENAMINE		False
650	Z27067506	SMILES	CC1CCCCN1C(=O)c1ccc(CS(C)(=O)=O)cc1		ENAMINE library		ENAMINE		False
651	Z57336477	SMILES	NC(=O)c1ccccc1-c1ccccc1		ENAMINE library		ENAMINE		False
652	Z131172198	SMILES	Cc1oc(C)c(C(=O)NC2=NCCS2)c1C		ENAMINE library		ENAMINE		False
653	Z106099324	SMILES	OC1CCN(Cc2cc(-c3cccs3)on2)CC1		ENAMINE library		ENAMINE		False
654	Z31431401	SMILES	CCn1nnc2cc(C(=O)N3CCCCCC3)ccc21		ENAMINE library		ENAMINE		False
655	Z104485566	SMILES	Oc1cccc(I)c1		ENAMINE library		ENAMINE		False
656	Z217166120	SMILES	O=S1(=O)CCNc2ccccc21		ENAMINE library		ENAMINE		False
657	Z104479410	SMILES	NC1=NN(c2c(Cl)cc(Cl)cc2Cl)C(=O)C1		ENAMINE library		ENAMINE		False
658	Z28486182	SMILES	O=C(Nc1cccc2cccnc12)C1CCCO1		ENAMINE library		ENAMINE		False
659	Z45520696	SMILES	CN(C)C(=O)CN(C)S(=O)(=O)c1ccc(Cl)s1		ENAMINE library		ENAMINE		False
660	Z217648382	SMILES	Cc1cc(=O)n2[nH]c(C(F)(F)F)nc2c1		ENAMINE library		ENAMINE	V23	True
661	Z28251290	SMILES	Cc1cc(C)n(-c2ccc(C(=O)N3CCOCC3)cc2)n1		ENAMINE library		ENAMINE		False
662	Z45527544	SMILES	COc1ccc(S(=O)(=O)N(C)C)cc1		ENAMINE library		ENAMINE		False
663	Z183377510	SMILES	CC(C)CNC(=O)N1CCN(c2ccc(F)cc2)CC1		ENAMINE library		ENAMINE		False
664	Z48978351	SMILES	O=C1NC2(CCCCC2)Nc2ccccc21		ENAMINE library		ENAMINE		False
665	Z220329114	SMILES	c1ccc2[nH]c(C3CCNCC3)nc2c1		ENAMINE library		ENAMINE		False
666	Z220354978	SMILES	Cc1c2cn[nH]c(=O)c2c(C)n1C		ENAMINE library		ENAMINE		False
667	Z220615588	SMILES	Cl.O=C(Cc1nc2ccccc2[nH]1)c1ccco1		ENAMINE library		ENAMINE		False
668	Z221524182	SMILES	O=C(O)C1SCSCS1		ENAMINE library		ENAMINE		False
669	Z188745066	SMILES	Cc1nc2cc(N)ccc2[nH]1.Cl		ENAMINE library		ENAMINE		False
670	Z801502660	SMILES	Cc1cc(-c2nccn2C)c(=O)[nH]n1		ENAMINE library		ENAMINE		False
671	Z57497061	SMILES	OCc1cc2c(cc1Br)OCO2		ENAMINE library		ENAMINE		False
672	Z787639774	SMILES	Cc1cc(-n2c(C)c[nH]c2=O)no1		ENAMINE library		ENAMINE		False
673	Z203055082	SMILES	Cc1csc(C(O)C(F)(F)F)n1		ENAMINE library		ENAMINE		False
674	Z364101942	SMILES	Cc1ccn2cc(C(=O)NC(C)C3CCCO3)nc2c1		ENAMINE library		ENAMINE		False
675	Z416326164	SMILES	CC(c1ccc(F)cc1)N(C)S(=O)(=O)c1cnn(C)c1		ENAMINE library		ENAMINE		False
676	Z444897558	SMILES	Cc1csc(N(C)C(=O)Cc2c(C)noc2C)n1		ENAMINE library		ENAMINE		False
677	Z114023892	SMILES	CCNc1nnc(SC)s1		ENAMINE library		ENAMINE		False
678	Z283697220	SMILES	O=C(CC(F)(F)F)NC1CCCCC1		ENAMINE library		ENAMINE		False
679	Z393096630	SMILES	CC1COCCN1C(=O)c1cc(-c2cccc(F)c2)no1		ENAMINE library		ENAMINE		False
680	Z230865708	SMILES	O=C(NCc1cnn(-c2ccccc2)c1)N1CCOCC1		ENAMINE library		ENAMINE		False
681	Z437583754	SMILES	O=C(CCn1cccn1)N1CCSCC1		ENAMINE library		ENAMINE		False
682	Z196103218	SMILES	COc1ccc2c(c1)CCCN2C(=O)NCc1ccco1		ENAMINE library		ENAMINE		False
683	Z105930234	SMILES	C=C(C)CN1CCNC(=O)C1		ENAMINE library		ENAMINE		False
684	Z135373860	SMILES	CC1CN(C(=O)CCN2CCSC2=O)CC(C)O1		ENAMINE library		ENAMINE		False
685	Z321036464	SMILES	Cl.NC1CCOc2ccc(Br)cc21		ENAMINE library		ENAMINE		False
686	Z397586672	SMILES	C1CC2NCCOC2C1.Cl		ENAMINE library		ENAMINE		False
687	Z217682762	SMILES	CN(Cc1nnc2n1CCCCC2)C(=O)C1CCCCC1		ENAMINE library		ENAMINE		False
688	Z361883856	SMILES	COc1ccc(C)cc1C1(CN)CCOCC1		ENAMINE library		ENAMINE		False
689	Z361883832	SMILES	Cl.NCC1(c2ccc(Cl)cc2)CCOCC1		ENAMINE library		ENAMINE		False
690	Z381676076	SMILES	Nc1n[nH]c2cccc(F)c12		ENAMINE library		ENAMINE		False
691	Z359352816	SMILES	Cl.O=C(O)C(c1ccccc1)N1CCSCC1		ENAMINE library		ENAMINE		False
692	Z362617794	SMILES	Cc1ccsc1CNC(=O)N1CCOCC1		ENAMINE library		ENAMINE		False
693	Z230838228	SMILES	Cc1csc(CNC(=O)N2CCOCC2)n1		ENAMINE library		ENAMINE		False
694	Z74088094	SMILES	OCCOc1ccc(Cl)cc1Br		ENAMINE library		ENAMINE		False
695	Z385447010	SMILES	CNCc1ccoc1C.Cl		ENAMINE library		ENAMINE		False
696	Z255150772	SMILES	Cc1nn(C)c2c1CC(N)CN2		ENAMINE library		ENAMINE		False
697	Z332376750	SMILES	Cl.Cl.NCCN1Cc2ccccc2C1		ENAMINE library		ENAMINE		False
698	Z124321786	SMILES	CC(N)C(=O)NC(C)(C)C.Cl		ENAMINE library		ENAMINE		False
699	Z337709338	SMILES	O=C(O)C1CC1c1ccccc1		ENAMINE library		ENAMINE		False
700	Z812520020	SMILES	CN1N=C(c2ccncc2)CC1=O		ENAMINE library		ENAMINE		False
701	Z336080884	SMILES	Cl.c1nc2n(n1)CCCN2		ENAMINE library		ENAMINE		False
702	Z270758784	SMILES	CN(C)c1ccc(CN)cn1		ENAMINE library		ENAMINE		False
703	Z509293072	SMILES	COc1ncccc1CNC(=O)N1CCSCC1		ENAMINE library		ENAMINE		False
704	Z220752806	SMILES	O=C(C1CCS(=O)(=O)C1)N1CCCC1		ENAMINE library		ENAMINE		False
705	Z339767578	SMILES	Cc1nc(CCNC(=O)N2CCCC2)cs1		ENAMINE library		ENAMINE		False
706	Z154106080	SMILES	CC(C)Oc1ccc(S(C)(=O)=O)cc1		ENAMINE library		ENAMINE		False
707	Z431763650	SMILES	Cn1cc(C(=O)N2CCc3sccc3C2)ccc1=O		ENAMINE library		ENAMINE	LEQ	True
708	Z65590443	SMILES	CN(Cc1cnn(C)c1)S(=O)(=O)c1ccc(F)cc1		ENAMINE library		ENAMINE		False
709	Z51889312	SMILES	CC1CCc2ccccc2N1C(=O)Cn1ccccc1=O		ENAMINE library		ENAMINE		False
710	Z165196168	SMILES	CN(CC(=O)N1CCCC1)S(C)(=O)=O		ENAMINE library		ENAMINE		False
711	Z237129782	SMILES	CC(=O)N1CCC[C@H]1C(=O)N1CCc2sccc2C1		ENAMINE library		ENAMINE		False
712	Z203972246	SMILES	CC1CCN(C(=O)Cn2ccnc2)CC1		ENAMINE library		ENAMINE		False
713	Z27875484	SMILES	CC(=O)Nc1nc2c(s1)CCCC2		ENAMINE library		ENAMINE		False
714	Z362636306	SMILES	Nc1nnc(C(F)F)s1		ENAMINE library		ENAMINE		False
715	Z385373284	SMILES	CC(C)(C)c1ncc(C(=O)O)s1		ENAMINE library		ENAMINE		False
716	Z197245994	SMILES	C=C(C)Cn1cc(S(=O)(=O)N(C)C)ccc1=O		ENAMINE library		ENAMINE		False
717	Z57069342	SMILES	O=c1ccc2cccc(O)c2[nH]1		ENAMINE library		ENAMINE		False
718	Z240085376	SMILES	Cc1cc(C)n(C(C)C(=O)O)n1.Cl		ENAMINE library		ENAMINE		False
719	Z54183250	SMILES	COc1ccc2ccncc2c1.Cl		ENAMINE library		ENAMINE		False
720	Z850331130	SMILES	O=C1NCCN1c1cnccn1		ENAMINE library		ENAMINE		False
721	Z384362772	SMILES	O=C(NCC1CCOC1)c1ccc(Br)o1		ENAMINE library		ENAMINE		False
722	Z194464230	SMILES	Cc1noc(C)c1Cn1cnc2ccsc2c1=O		ENAMINE library		ENAMINE		False
723	Z44590595	SMILES	CCNC(=O)Nc1nccs1		ENAMINE library		ENAMINE	N5V	True
724	Z857666864	SMILES	COC(=O)CN(C)C(=O)N1CCCC1		ENAMINE library		ENAMINE		False
725	Z335244904	SMILES	CC(O)c1ccc(Br)cc1		ENAMINE library		ENAMINE		False
726	Z27752488	SMILES	CC1Sc2ccc(C(=O)N3CCCC3)cc2NC1=O		ENAMINE library		ENAMINE		False
727	Z372626888	SMILES	Cc1nc(C)c(C(=O)NC2CCCc3c2cnn3C)s1		ENAMINE library		ENAMINE		False
728	Z815227450	SMILES	Cc1ccccc1C1(CNS(C)(=O)=O)CCOCC1		ENAMINE library		ENAMINE		False
729	Z219699918	SMILES	Cc1cc(C(=O)N(C)C2CCCCC2)c2c(C)noc2n1		ENAMINE library		ENAMINE		False
730	Z45690595	SMILES	CS(=O)(=O)NCCc1ccc(Cl)cc1		ENAMINE library		ENAMINE		False
731	Z404919174	SMILES	COC(=O)c1ccc(C(=O)N(C)C)s1		ENAMINE library		ENAMINE		False
732	Z15842101	SMILES	COC(=O)c1cc2ccccc2o1		ENAMINE library		ENAMINE		False
733	Z558224168	SMILES	O=C(NCC1CCOC1)N1CCCC1c1ccsc1		ENAMINE library		ENAMINE		False
734	Z28142183	SMILES	O=C(Cn1cncn1)Nc1cccc(F)c1		ENAMINE library		ENAMINE		False
735	Z29693197	SMILES	Cc1nc(C)c(C(=O)NCc2cccs2)s1		ENAMINE library		ENAMINE		False
736	Z825878096	SMILES	CC(=O)N1CCN(C(=O)c2cnc(C(C)(C)C)s2)CC1		ENAMINE library		ENAMINE		False
737	Z335992724	SMILES	Cc1nc(Cn2cccc(C(F)(F)F)c2=O)no1		ENAMINE library		ENAMINE		False
738	Z165342040	SMILES	Cc1nc(CSc2nccn2C)no1		ENAMINE library		ENAMINE		False
739	Z432528008	SMILES	Cc1cccc(CS(=O)(=O)c2ccccn2)c1		ENAMINE library		ENAMINE		False
740	Z44548924	SMILES	CC(N)C(=O)N1CCOCC1.Cl		ENAMINE library		ENAMINE		False
741	Z871868026	SMILES	O=C(O)C1CCc2nccn2C1		ENAMINE library		ENAMINE		False
742	Z102853504	SMILES	COc1ccccc1N1CC(C(=O)N(C)C)CC1=O		ENAMINE library		ENAMINE		False
743	Z275088400	SMILES	O=C(Nc1ccc(-n2ccnc2)cc1)C1CC1		ENAMINE library		ENAMINE		False
744	Z52079518	SMILES	O=C(C1=COCCO1)N1CCCSc2ccccc21		ENAMINE library		ENAMINE		False
745	Z827571940	SMILES	Cc1cccnc1NC(=O)NC1CCN(C2CC2)C1		ENAMINE library		ENAMINE		False
746	Z411264972	SMILES	O=C(Nc1ccccc1SC(F)F)N1CCCC1		ENAMINE library		ENAMINE		False
747	Z177081790	SMILES	CC(c1ccc(F)cc1)N(C)C(=O)NC1CC1		ENAMINE library		ENAMINE		False
748	Z213368092	SMILES	CS(=O)(=O)NC1CCN(CC2CCCCC2)CC1		ENAMINE library		ENAMINE		False
749	Z221418496	SMILES	Cl.c1c2c(cc3c1OCCO3)C1(CCCC1)CNC2		ENAMINE library		ENAMINE		False
750	Z27689347	SMILES	CN(C)S(=O)(=O)c1ccc(C(=O)N2CCCCC2)cc1		ENAMINE library		ENAMINE		False
751	Z409509362	SMILES	CN(Cc1ccsc1)C(=O)Nc1nncs1		ENAMINE library		ENAMINE		False
752	Z53825003	SMILES	CC(NS(C)(=O)=O)c1ccccc1		ENAMINE library		ENAMINE		False
753	Z245181970	SMILES	CC(C)(C)SCC(=O)N1CCCC(O)C1		ENAMINE library		ENAMINE		False
754	Z422519664	SMILES	Cc1ncsc1C(=O)NC1CCN(C2CC2)CC1		ENAMINE library		ENAMINE		False
755	Z164734970	SMILES	Cc1cc(C)n(CC(=O)NC2=NCCS2)n1		ENAMINE library		ENAMINE		False
756	Z510883574	SMILES	CN(C)c1cc(CNC(=O)N2CCSCC2)ccn1		ENAMINE library		ENAMINE		False
757	Z68189686	SMILES	CN(C)C1(CNS(C)(=O)=O)CCCCCC1		ENAMINE library		ENAMINE		False
758	Z815178962	SMILES	CCS(=O)(=O)N1CC(C)(C)C1c1ccccc1		ENAMINE library		ENAMINE		False
759	Z105308376	SMILES	CC1c2cccn2CCN1CC(N)=O		ENAMINE library		ENAMINE		False
760	Z875025832	SMILES	O=C(O)c1c(O)cc(F)cc1F		ENAMINE library		ENAMINE		False
761	Z57479128	SMILES	Brc1ccc2c(c1)CCN2		ENAMINE library		ENAMINE		False
762	Z336086582	SMILES	NCC(O)c1ccccc1C(F)(F)F		ENAMINE library		ENAMINE		False
763	Z27685893	SMILES	O=C(NC12CC3CC(CC(C3)C1)C2)C1CCCO1		ENAMINE library		ENAMINE		False
